id,created_at,tweet,lang,source,retweet_count,user.favourites_count,user.followers_count,user.name,user.profile_image_url
1319340163051433985,2020-10-22 18:09:41,rt breitbartnews  hunter biden business partner tony bobulinski turn materials fbi ,en,Twitter for iPhone,7259,155397,6276,Wendy Yockey,http://pbs.twimg.com/profile_images/1345460274254520320/-GLuGlzJ_normal.jpg
1319308907118997505,2020-10-22 16:05:29,embarrassing ,en,Twitter for iPhone,137,131627,278,Francesca (she/her),http://pbs.twimg.com/profile_images/1355693430589026306/B3aFzwOp_normal.jpg
1319321376810061824,2020-10-22 16:55:02,rt cyrusmmcqueen  obama  right  trump lazy   like one bears  allowed get close civilization  ,en,Twitter for Android,37161,48010,1497,Linda Wallner,http://pbs.twimg.com/profile_images/1026898670850134016/OIwOsaDD_normal.jpg
1319312509900378112,2020-10-22 16:19:48,rt georgetakei  deplorable end ,en,Twitter Web App,1,84445,2916,Athena Cruz,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
1319401153109630976,2020-10-22 22:12:02,rt betoorourke  thats elizabethfortx running strong campaign focused expanding access healthcare supporting public ,en,Twitter for Android,0,26935,317,lovelyleejones,http://pbs.twimg.com/profile_images/1356302837123313664/J5bSKir3_normal.jpg
1319341577093795840,2020-10-22 18:15:18,rt caslernoel   shame  dyslexia instead treating folks hid school records  turned lifel ,en,Twitter Web App,0,14891,885,Criss,http://pbs.twimg.com/profile_images/1198759901926834176/_gQIenU4_normal.jpg
1319387642463748101,2020-10-22 21:18:21,wow looks like went future gop star rino used trump election  ,en,Twitter Web App,37,16311,317,Louise Daymond,http://pbs.twimg.com/profile_images/457868134112714752/LjbFUA-x_normal.jpeg
1319421302655025152,2020-10-22 23:32:06,rt foxnews  antitrump lincoln project shared content us later id  iranian disinformation ,en,Twitter Web App,0,29144,1159,Let_freedom_ring,http://pbs.twimg.com/profile_images/1350001293318873089/2FxpccOE_normal.jpg
1319360145038712833,2020-10-22 19:29:05,rt donaldjtrumpjr  may go one biggest political scandals time  one biggest mainstream media ,en,Twitter for iPhone,0,55181,755,plz🌎recycle,http://pbs.twimg.com/profile_images/1088434959654764544/9wFguc3l_normal.jpg
1319393124477784068,2020-10-22 21:40:08,rt chipfranklin  realdonaldtrump good time remind folks hitler started attacking media ,en,Twitter for iPhone,1940,47650,648,Kwabena Centaur ♐️🏳️‍🌈🇺🇸,http://pbs.twimg.com/profile_images/1461013923801481217/3YEGTR5O_normal.jpg
1319380659274612736,2020-10-22 20:50:36,rt kamalaharris  stuttering awareness day   thinking two  overcome much shown world stutter ,en,Twitter Web App,75,10305,292,hewiak,http://pbs.twimg.com/profile_images/459064525593919488/06-YK7Jq_normal.jpeg
1319402465230491650,2020-10-22 22:17:15,rt joebiden   time replace secretary betsy devos actual public school educator  one values public schools c ,en,Twitter for iPhone,548,110238,11955,Kevin B. 💉Be a Colin not an Aaron,http://pbs.twimg.com/profile_images/1459105852963667968/v9UFwaYy_normal.jpg
1319391102747709440,2020-10-22 21:32:06,rt marcacaputo  backstory clip making rounds today  biden met families 17 murder victims parkland chi ,en,Twitter for Android,18,598312,10821,Teejay,http://pbs.twimg.com/profile_images/1386784843560853504/RlLwND_Q_normal.jpg
1319318105391157250,2020-10-22 16:42:02,ngokoko123 dbongino realdonaldtrump yawn try ,en,Twitter for Android,0,475118,6505,Mrs.Opie,http://pbs.twimg.com/profile_images/1384937113284616199/oxhcXZZE_normal.jpg
1319395574265876481,2020-10-22 21:49:52,realdonaldtrump suburban woman  flock henhouse bet votebidenharristosaveamerica votebluedownballot,en,Twitter Web App,497,74558,2347,Deplorable Barbara Z,http://pbs.twimg.com/profile_images/782212936727134209/TMyLfThH_normal.jpg
1319350435568824329,2020-10-22 18:50:30,joebiden  never take state ,en,Twitter for iPhone,0,942,14,Aga,http://pbs.twimg.com/profile_images/1242468360882991106/gbaqYIP4_normal.jpg
1319387332345237506,2020-10-22 21:17:07,rt catturd2  mad  bro  ,en,Twitter for iPad,314,79083,1179,James deel,http://pbs.twimg.com/profile_images/378800000291730972/035f26b89ecb65a39694a8cedb932fd1_normal.jpeg
1319336983634808833,2020-10-22 17:57:03,rt genmhayden  exactly right ,en,Twitter for iPad,1,33913,995,CL,http://pbs.twimg.com/profile_images/1397845242192203776/V0ScakJ0_normal.jpg
1319415296533417985,2020-10-22 23:08:14,johncardillo realdonaldtrump biden  last unemployment rate  47  trump  current unemployment rate  79  yikes ,en,Twitter Web App,1,167495,23264,✧ 💉𝕄𝕒𝕣𝕚💉 ✧,http://pbs.twimg.com/profile_images/1325520309034868738/gQQx7S6I_normal.jpg
1319335692695183366,2020-10-22 17:51:55,rt gerryflood8  realdonaldtrump 60minutes look  rusher probe   front world trump  russia  list ,en,Twitter for iPhone,2,101917,144,shayler,http://pbs.twimg.com/profile_images/1023851661188628480/rbiVzuTU_normal.jpg
1319317866039169024,2020-10-22 16:41:05,ginny20000 realdonaldtrump seen size hands  ,en,Twitter for Android,9,60654,2410,Jackie Singleton,http://pbs.twimg.com/profile_images/1105939523098370048/GoMlgV7k_normal.jpg
1319404411886718976,2020-10-22 22:24:59,rt lifeofchristmas  1 biden  2 summer 2021   even quarantine 3 months think biden  ,en,Twitter Web App,5921,1923,176,Demorants,http://pbs.twimg.com/profile_images/1118565801836122114/sTT3adB5_normal.jpg
1319336161865797632,2020-10-22 17:53:47,rt strandjunker   seen photos trump ghislaine maxwell barron ,en,Twitter Web App,0,13914,257,sunny,http://pbs.twimg.com/profile_images/1267835766194999298/eGJ8HswU_normal.jpg
1319313068430643201,2020-10-22 16:22:01,rt peter_wehner  mr trump disoriented  detached reality  worrisome psychological state convinced ,en,Twitter for Android,1087,124731,1478,Jenny van Eeden my mom calls me jenny girl,http://pbs.twimg.com/profile_images/986752225698631680/JHEIjmdG_normal.jpg
1319344202828836864,2020-10-22 18:25:44,rt cynthianixon  hey new york  want vote trump build movement vote bidenharris nywfp line watch ,en,Twitter for iPhone,37161,20378,1694,Andy Tarsy,http://pbs.twimg.com/profile_images/1345400833660350464/HAVgVy2q_normal.jpg
1319334290971414529,2020-10-22 17:46:21,rt nytnickc  new  president trump  campaign videotaping voters ballot drop boxes philadelphia  tactic could amount ,en,Twitter for Android,0,23935,131,Say What ?,http://pbs.twimg.com/profile_images/1024511376545509376/T5Np2nOJ_normal.jpg
1319305590917693441,2020-10-22 15:52:19,rt joebiden   running proud democrat american president ,en,Twitter for iPhone,1143,140,10,Claudia,http://pbs.twimg.com/profile_images/1452447429362700288/gcKYYLiA_normal.jpg
1319389517594447872,2020-10-22 21:25:48,rt briankarem   corrosive liar  afraid losing demonstrably dangerous rest country realdonaldtrump,en,Twitter Web App,3094,52926,2591,Chris Mac,http://pbs.twimg.com/profile_images/378800000535881381/a6e1a4c18e65f76d654fcdc6d44c766f_normal.jpeg
1319415136776556544,2020-10-22 23:07:36,rt projectlincoln  america needs fighter america needs joe biden ,en,Twitter Web App,5239,3348,545,BigT🐇✝,http://pbs.twimg.com/profile_images/1264005059530166272/bouirxHS_normal.jpg
1319357569903755264,2020-10-22 19:18:51,rt nickkristof  role journalism provide accountability  investigating went wrong u  covid19 respons ,en,Twitter for Android,2,270729,1190,Only Chinakhov is Real,http://pbs.twimg.com/profile_images/1445946431643205638/lWCyfRmA_normal.jpg
1319372732107280384,2020-10-22 20:19:06,francisbrennan joebiden right   one bank account china  ,en,Twitter for iPhone,0,15308,10875,Matt Allen,http://pbs.twimg.com/profile_images/1402006553239212040/SXat1YqT_normal.jpg
1319423579306532864,2020-10-22 23:41:09,rt simonegjohnson   writing paper pandemic amp   watch 2 press conferences trump amp  1 desantis amp  wow  los ,en,Twitter for Android,8312,101581,590,PhdGames,http://pbs.twimg.com/profile_images/378800000427022036/c28cad6bc28992065cef4af611d26b6d_normal.jpeg
1319350434830577664,2020-10-22 18:50:30,walshfreedom somebody came forward text prove something like trump democrats would b  ,en,Twitter for Android,10089,52143,321,Bob West,http://pbs.twimg.com/profile_images/1018541715802636288/Sqqm-GkI_normal.jpg
1319376184115945475,2020-10-22 20:32:49,rt bobpi31415  nicoleperlroth mcfaul julianbarnes sangernyt mitch trump party consistently blocked efforts beef election ,en,Twitter for iPhone,17,8602,289,Nate,http://pbs.twimg.com/profile_images/1259928764919709698/1R_u9nIk_normal.jpg
1319345695992676353,2020-10-22 18:31:40,sarahwh01750319 sanjosemailman lucky lives trump   ,en,Twitter for iPhone,0,96212,572,some other jeff,http://pbs.twimg.com/profile_images/1422273060497870867/WuUpKTM2_normal.jpg
1319382492479164440,2020-10-22 20:57:53,rt joebiden   running democrat  american president whether voted  represent ,en,Twitter for iPhone,1306,11928,26,Dawn Nelson,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
1319307472600006658,2020-10-22 15:59:47,parisdennard mschlapp realdonaldtrump  trust former nba star john salley  trust ,en,Twitter for Android,59,33592,3009,J. Danielle Brown,http://pbs.twimg.com/profile_images/1352455570591248384/vR02OY8E_normal.jpg
1319384434710372356,2020-10-22 21:05:36,rt billoreilly  lesley stahl denies economy pandemic record breaking   accuses mr trump endangering people ,en,Twitter for iPhone,235,66159,1578,Stevie500!,http://pbs.twimg.com/profile_images/1217101684914212864/wc6E5Cl4_normal.jpg
1319356953445998598,2020-10-22 19:16:24,rt ddale8  thing interview trump saying nonsense stahl pointing calmly nonsense sh ,en,Twitter Web App,5520,32570,197,Jeff Matty,http://pbs.twimg.com/profile_images/585903543099531264/g03gb-Wb_normal.jpg
1319407653743984640,2020-10-22 22:37:52,rt kirkacevedo  lock entire trump family administration  lock em  trumpispathetic trumpmeltdown kidvicious ,en,Twitter for iPad,0,17238,56,DawnZ,http://pbs.twimg.com/profile_images/413827906805448704/D85BTk9a_normal.jpeg
1319317019150471169,2020-10-22 16:37:43,projectlincoln realdonaldtrump share melaniatrump ,en,Twitter Web App,3,147333,16510,Adia Benton,http://pbs.twimg.com/profile_images/1450565013215727619/Fzi8nqxo_normal.jpg
1319371625167544320,2020-10-22 20:14:42,realdonaldtrump suburban women know  creep ,en,Twitter Web App,116,167990,248,Keys,http://pbs.twimg.com/profile_images/1360944843682422784/2hPa5WUt_normal.jpg
1319372518130671621,2020-10-22 20:18:15,joebiden see world basement,en,Twitter for iPad,2584,15767,796,Drew,http://pbs.twimg.com/profile_images/1426673889120227330/A-doq8Xc_normal.jpg
1319316356395896832,2020-10-22 16:35:05,rt joebiden   running proud democrat american president ,en,Twitter for iPhone,996,27110,558,Luc Legrand 🇫🇷🇺🇸🇳🇱🇧🇷🇮🇱 🏳️‍🌈,http://pbs.twimg.com/profile_images/1318634467746078725/Lka0vykd_normal.jpg
1319401744221294593,2020-10-22 22:14:23,rt kayleighmcenany  lesley stahl discredited   repeatedly cited senate gop report biden corruption realdonaldtrump ,en,Twitter Web App,18962,183502,848,Daphne ***WHY?!*** Shepherd,http://pbs.twimg.com/profile_images/1292203606670794752/bCIFnqs8_normal.jpg
1319380164082601990,2020-10-22 20:48:38,troydanielsmith bruce_larson23 huffman7101 kamvtv wow   whole lot assumptions  biden wins   ,en,Twitter Web App,0,2707,329,Dreadroberts,http://pbs.twimg.com/profile_images/1431632622501965824/LHpRgjqB_normal.jpg
1319338494288908288,2020-10-22 18:03:03,trump2020 bideniscorrupt someone check nancy  candidate going jail,en,Twitter for Android,0,11188,68,Zolahill,http://pbs.twimg.com/profile_images/1311078963738021888/thahY22F_normal.jpg
1319306298719166466,2020-10-22 15:55:07,twitter says  evidence  trump hack president accused using maga2020   password ,en,Twitter for iPad,1388,64475,60,shanebdempsey,http://pbs.twimg.com/profile_images/499500519631499264/D6uZx8fk_normal.jpeg
1319316196945252353,2020-10-22 16:34:27,rt seanhannity  text messages reveal hunter biden  former business partner told mention joe ,en,Twitter Web App,0,60339,374,Ando Calrissian,http://pbs.twimg.com/profile_images/1325623712926691329/jTxoGRud_normal.jpg
1319334555430563845,2020-10-22 17:47:24,rt chuckcallesto  breaking report  hunter biden  former business partner confirms email  says former vp pushed make millions chin ,en,Twitter Web App,685,5331,30,Jen Blamsey,http://pbs.twimg.com/profile_images/1220529572204175362/l2vbBvlH_normal.jpg
1319423025624776705,2020-10-22 23:38:57,rt yamiche  election day two weeks away president trump spent time complaining hillary clinton  emails 60 minutes ,en,Twitter Web App,0,348748,645,singularity.cpp,http://pbs.twimg.com/profile_images/1297072639106785280/qgdXdJJI_normal.jpg
1319372468222648329,2020-10-22 20:18:03,captainwright37 parker grown man dad hugs kisses every time see   point  ,en,Twitter for iPhone,18962,170077,1807,K.Greta,http://pbs.twimg.com/profile_images/1393237921575100416/zaKd2z0M_normal.jpg
1319348719972564992,2020-10-22 18:43:41,rt tyleroakley  fixed ,en,Twitter Web App,3590,631056,26927,🇺🇸DaleWillResist📣,http://pbs.twimg.com/profile_images/965460161111314433/k_SRWks-_normal.jpg
1319427597466386432,2020-10-22 23:57:07,rt jbirch_12  stephen colbert thinks baby leash would help along mic mute tonight  debate totally agree  joebiden ,en,Twitter for iPad,322,133638,224,Mary Jo Moeschl,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
1319357967888596994,2020-10-22 19:20:26,realdonaldtrump nypost waiting see credible rudy new borat program,en,Twitter for iPhone,140,85794,1544,UNFILTERED TIM,http://pbs.twimg.com/profile_images/922483356222210048/ZxCKtPcy_normal.jpg
1319370031529078785,2020-10-22 20:08:22,rt msn  armed men showed outside polling place florida claimed trump campaign ,en,Twitter Web App,0,15757,781,Donna,http://pbs.twimg.com/profile_images/527545244040953857/oLE9V2kS_normal.jpeg
1319342960648048643,2020-10-22 18:20:48,rt jilevin  trump weighs firing fbi director election frustration wray  barr grows  washington post  ,en,Twitter for iPhone,8,2176,16106,Jonathan Gaffney 🇺🇸,http://pbs.twimg.com/profile_images/847190665360551937/OJ3SS50D_normal.jpg
1319377828195012619,2020-10-22 20:39:21,rt stevenbeschloss  trump wants know answers lesley stahl full  flowing magnificently brilliant    kid ,en,Twitter for Android,36,1527,90,Kevin Vornheder,http://pbs.twimg.com/profile_images/969006205464076288/3DpsOXrR_normal.jpg
1319329270934720517,2020-10-22 17:26:24,hillaryclinton oh definitely voting america  trump  trump  trump  done amp  ,en,Twitter for iPhone,622,80726,313,Stefan Wasylko,http://pbs.twimg.com/profile_images/950113768557633536/a_3u8RoT_normal.jpg
1319361768905297920,2020-10-22 19:35:32,rt joebiden   running proud democrat american president ,en,Twitter for iPhone,17837,10442,83,KL△⃒⃘M,http://pbs.twimg.com/profile_images/3190734915/14c705f6a19bf8ecee1ef0e96c673d45_normal.jpeg
1319320068556230664,2020-10-22 16:49:50,rt msavaarmstrong  truth   donald j trump winning 2016  americans never would  known dirty democrat ,en,Twitter for Android,0,85897,66,Lemme be Frank wit ya,http://pbs.twimg.com/profile_images/1263909472868741122/WoD3gyWj_normal.jpg
1319417716294365184,2020-10-22 23:17:51,rt tomfitton  schiff lies hunter biden laptop show realdonaldtrump cut schiff  access classified ,en,Twitter for Android,0,102736,1762,MishkaStachura,http://pbs.twimg.com/profile_images/969597048570789888/ZNFtrGQZ_normal.jpg
1319308974605373440,2020-10-22 16:05:45,rt bradbeauregardj  joe biden plan crush coronavirus provide affordable health care trump  plan try convince us th ,en,Twitter Web App,0,68676,164,Trevor Gough,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
1319331309588627456,2020-10-22 17:34:30,rt andrewpollackfl  beijing biden  fixit ,en,Twitter Web App,2512,12489,195,Tom Arnold Palmer's Mood Swings,http://pbs.twimg.com/profile_images/835030968427651074/OPcLcc98_normal.jpg
1319354210698350592,2020-10-22 19:05:30,rt mcfaul  trump  strong enough confident enough handle interview leslie stahl imagine interacts xi pu ,en,Twitter Web App,54,299496,1774,Nancy Chadbourne,http://pbs.twimg.com/profile_images/1298684331465084929/sPKfknDE_normal.jpg
1319405376228495360,2020-10-22 22:28:49,rt sarahcpr   know leslie stahl even gives trump time day ,en,Twitter for iPad,0,29073,356,WRingbok,http://pbs.twimg.com/profile_images/1149250233190297600/yigHobO1_normal.jpg
1319372841616244736,2020-10-22 20:19:32,rt berniesanders  group people think  native american people told us ,en,Twitter for Android,173,3443,112,Leon Tremmel,http://pbs.twimg.com/profile_images/739205823696510977/V26L9upL_normal.jpg
1319412292862111744,2020-10-22 22:56:18,rt kamalaharris  democratic senate colleagues boycotted supreme court nominee committee vote today let  clear  nomi ,en,Twitter Web App,0,621584,7183,Local Genderqueer Vampire,http://pbs.twimg.com/profile_images/1451281275231236099/6QDyf8Ie_normal.jpg
1319414007766265856,2020-10-22 23:03:07,rt dloesch  moderator biden everything possible push trump  buttons tonight biden  smartass trump kno ,en,Twitter for Android,1,7835,126,🦋Rikki Lil bits🦋,http://pbs.twimg.com/profile_images/1309386043070672898/LHNG5XVI_normal.jpg
1319402042239209472,2020-10-22 22:15:34,rt joebiden   running proud democrat american president ,en,Twitter for Android,5,148911,3678,Gryphon Collector~,http://pbs.twimg.com/profile_images/1455032618269937666/9Vvh-jSl_normal.jpg
1319390255716454400,2020-10-22 21:28:44,ajdelgado13 video  real time implosion trump  worry much biden hold  knows spi  ,en,Twitter for iPhone,3312,109520,295,Zane Law,http://pbs.twimg.com/profile_images/880536882748280833/54Tc0WDQ_normal.jpg
1319372283123617792,2020-10-22 20:17:19, end trump  realdonaldtrump sealed fate   think wants lose  ,en,Twitter for iPhone,0,2183,179,RDH,http://pbs.twimg.com/profile_images/828852820463869953/qcL61c6w_normal.jpg
1319320907136049156,2020-10-22 16:53:10,chrislhayes  biden seat judges recess ,en,Twitter for Android,64,10901,256,sudo apt-get install SANITY,http://pbs.twimg.com/profile_images/1245299164331769857/Wq_4qkvH_normal.jpg
1319418386531667969,2020-10-22 23:20:31,rt douglasemhoff  12 days  wake 114 wishing could done   lets go  joebiden kamalaharris,en,Twitter Web App,0,34077,294,Tough Little Nut 🐏,http://pbs.twimg.com/profile_images/1401673978847105032/NsBJrEQw_normal.jpg
1319317321492684805,2020-10-22 16:38:55,rt saracarterdc  sen kamala harris  husband    married next president united states  excuse  freudian sli ,en,Twitter for Android,1581,96398,1223,Warren Weston,http://pbs.twimg.com/profile_images/1436153890194575361/0t0cSNVY_normal.jpg
1319393087068770311,2020-10-22 21:39:59,rt charliekirk11  rt npr completely defunded intentionally ignoring factual hunter biden bombshell ,en,Twitter for iPhone,21350,5310,1010,Adeyinka,http://pbs.twimg.com/profile_images/1347729337865302019/0Fx6KYSs_normal.jpg
1319374275351117825,2020-10-22 20:25:14,rt trumpwarroom  joe biden going raise taxes pass ,en,Twitter for Android,0,266854,4414,Mary Kirkwood,http://pbs.twimg.com/profile_images/914510944285417472/Ffq1Uiu8_normal.jpg
1319404349093826563,2020-10-22 22:24:44,really   lara trump  ,en,Twitter for iPhone,0,1761,24,Gulag Inmate 24601,http://pbs.twimg.com/profile_images/378800000487092880/50218faee725e33bf26db33a17fcbf09_normal.jpeg
1319308365995102216,2020-10-22 16:03:20,truth ,en,Twitter for Android,1043,17288,316,🇺🇲🎄Poppa Patriot🎄🇺🇲,http://pbs.twimg.com/profile_images/1372874166257520645/rU4zvcpR_normal.jpg
1319428076162469890,2020-10-22 23:59:01,realdonaldtrump lol worst advisors,en,Twitter for Android,727,181160,1303,scibbygirl,http://pbs.twimg.com/profile_images/964618379645550592/4wNBu7sI_normal.jpg
1319425760415854593,2020-10-22 23:49:49,rt schotthappens  getting definite romney 47  tape  vibes  kind thing dooms candidates trump admitting ,en,Twitter for iPhone,1945,7615,64,Irishmom,http://pbs.twimg.com/profile_images/1515073985/mail-3_normal.jpeg
1319302993196371968,2020-10-22 15:41:59,rt angrierwhstaff  hell ad biden team ,en,Twitter for iPhone,0,94173,306,Ginger Jesus,http://pbs.twimg.com/profile_images/1313562352982257665/7RLixIVH_normal.jpg
1319329828340944897,2020-10-22 17:28:37,rt joebiden  folks   gotime important election lifetimes  make difference vote https ,en,Twitter Web App,375,282484,4440,"𝑫𝒂𝒏 ""Vaxed to the Max"" 𝑯𝒂𝒎𝒆𝒍𝒍",http://pbs.twimg.com/profile_images/1411771350788804608/TLeJEG92_normal.jpg
1319427111397056512,2020-10-22 23:55:11,rt newtgingrich  joe biden fully engaged son  business deals  according tony bobulinski  ceo holding company hu ,en,Twitter Web App,312,24862,70,Robert McDonald,http://pbs.twimg.com/profile_images/900983214944210945/PyHV03FA_normal.jpg
1319423922471927809,2020-10-22 23:42:31,rt lauferlaw  bigly slurping water like big boy double fisting high ball powerfully people saying trump bes ,en,Twitter for Android,224,141269,668,Lesia Williams,http://pbs.twimg.com/profile_images/853137070994452480/foxELlMt_normal.jpg
1319360745084243972,2020-10-22 19:31:28,jayinslee would appreciate would also explain electoral votes people confused would helpful believe thanks,en,Twitter for iPhone,321,57926,1536,🐶,http://pbs.twimg.com/profile_images/1416994458579742728/4u57PlaY_normal.jpg
1319396459096109057,2020-10-22 21:53:23,kaitlancollins want documentation proof clearance realdonaldtrump  infect debate staff pe  ,en,Twitter for iPhone,0,10655,356,MileHighRon🇺🇸,http://pbs.twimg.com/profile_images/1460081929051521027/1-K11CN7_normal.jpg
1319350225354543109,2020-10-22 18:49:40,rt dennisp101155  looks like  dystopian trumpain paranoid police state affairs sans trump immunity memo   ,en,Twitter for iPhone,610,55116,80,Dan Shiner,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
1319392122416476161,2020-10-22 21:36:09,rt joebiden   always talking plans build back better americans really mean fam ,en,Twitter for Android,2063,111465,303,YellowBlack-HKPC,http://pbs.twimg.com/profile_images/1274181329412747264/3J2LOlW5_normal.jpg
1319331166290210816,2020-10-22 17:33:56,rt 1taliang1rly  oh look  list  kamala harris  senate minority leader chuck schumer  sen amy klobuchar  sen ,en,Twitter for iPhone,734,14554,159,Lisa Sands,http://pbs.twimg.com/profile_images/1354510974569517058/dT6AFyoW_normal.jpg
1319355539944476673,2020-10-22 19:10:47,rt therealandrew_  screenshot trump trying lift water glass 60 minute interview  yikes  still iss ,en,Twitter for iPhone,10002,286336,2669,chris tussey,http://pbs.twimg.com/profile_images/972561928680759296/ul7GfjP9_normal.jpg
1319378010190057480,2020-10-22 20:40:05,rt goodtroubleme  legendary awardwinning journalist connie chung ripped realdonaldtrump new one cnn  called misogynist ,en,Twitter for Android,20173,6566,169,Rebecca Olson,http://pbs.twimg.com/profile_images/925129104076279808/gwbdQG2V_normal.jpg
1319316004028166144,2020-10-22 16:33:41,rt ebby_01  dear john letter  continues texasgop dni_ratcliffe embarrassment   tedcruz replouiegohm ,en,Twitter for iPad,2143,12657,119,Nancy Hicks,http://pbs.twimg.com/profile_images/1275629879145508864/PzoK2f0x_normal.jpg
1319321742674923523,2020-10-22 16:56:29,rt joebiden   running proud democrat american president ,en,Twitter Web App,0,8012,94,milquetoastoverlord,http://pbs.twimg.com/profile_images/1347253277524701196/fJoAE3CE_normal.jpg
1319402201454989312,2020-10-22 22:16:12,congresswoman annmclanekuster stood spoke family separation happening southern border  ,en,Twitter for iPhone,0,1879,101,Linda Wood,http://pbs.twimg.com/profile_images/515605233985413121/2szD-4mk_normal.jpeg
1319318684180058121,2020-10-22 16:44:20,rt chuckcallesto  breaking report  senate investigators seek hunter biden records  deadline october 23rd ,en,Twitter for Android,0,22487,1724,Victoria-usly🇺🇲,http://pbs.twimg.com/profile_images/1458306305978994688/A0R2FuDq_normal.jpg
1319329635310669825,2020-10-22 17:27:51,rt tomfitton  still pop moderate debate  need ,en,Twitter for iPad,920,25219,1399,Tammie,http://pbs.twimg.com/profile_images/1287314525943988229/a--BxLSe_normal.jpg
1319385218076143617,2020-10-22 21:08:43,rt cnnnewsroom    respect women   journalist connie chung  interviewed trump 1990  says president  husband ,en,Twitter Web App,643,17002,732,Daily Tucsonan,http://pbs.twimg.com/profile_images/576871348514856960/bgfR5ww2_normal.jpg
1319353077430947840,2020-10-22 19:01:00,rt politvidchannel  trump released full tape  vicious  60 minutes interview,en,Twitter Web App,0,215399,794,J. Wolff (he/him/his) 🍉🦖,http://pbs.twimg.com/profile_images/1294708906153906177/ZvEj3r3-_normal.png
1319302971994345472,2020-10-22 15:41:54,rt thecjpearson  people age  actually hate realdonaldtrump real reason hate donald trump tiktok ,en,Twitter for Android,24,221398,2826,Jana,http://pbs.twimg.com/profile_images/1315458192969789440/khWsR4G9_normal.jpg
1319384279315525633,2020-10-22 21:04:59,rt kamalaharris  instagram live tonight 6  30pm et mileycyrus  see soon ,en,Twitter Web App,0,251120,21411,Bill 🌊⚜️ 🇺🇸Keep The Congress Blue in '22 🇺🇸,http://pbs.twimg.com/profile_images/1455621784498229257/8iH2ScrD_normal.jpg
1319427727951384577,2020-10-22 23:57:38,wendycurtis06 muellershewrote yes  definitely  press conference  nervous w  ,en,Twitter for iPhone,4,7376,259,wren🪐,http://pbs.twimg.com/profile_images/1329353284990210049/P4duaf61_normal.jpg
1319327760549105664,2020-10-22 17:20:24,rt creynoldsnc  trump habit going journalists   particularly vicious towards women color read finneyk ,en,Twitter Web App,2907,160389,9981,Astral Movie Projection,http://pbs.twimg.com/profile_images/1419784528877477888/dqOqVw74_normal.jpg
1319422652700889088,2020-10-22 23:37:28,rt sarahcpr   know leslie stahl even gives trump time day ,en,Twitter for iPhone,1554,977,165,Cranium Kim,http://pbs.twimg.com/profile_images/875070542788874240/DNSzz80W_normal.jpg
1319313546606530561,2020-10-22 16:23:55,rt cjane87  note extremely online common affliction  beloved child  assuming people also ,en,Twitter Web App,55,30848,366,Giovanna P.,http://pbs.twimg.com/profile_images/247860955/OPH_normal.jpg
1319397570683305984,2020-10-22 21:57:48,rt funder  joe biden  heart full display love much amazing  ,en,Twitter for Android,493,882,24,Freedom Fighter,http://pbs.twimg.com/profile_images/1293767845281705984/QCx35ae8_normal.jpg
1319426864444747776,2020-10-22 23:54:12,rt atrupar   hope end   good end     trump saying hopes scotus strikes aca ,en,Twitter for Android,21350,206812,2657,Angela Rae Boon 💗You are amazing💗,http://pbs.twimg.com/profile_images/1059678257942016001/HiZz9wcs_normal.jpg
1319408157064458242,2020-10-22 22:39:52,rt alcidemcleod  realdonaldtrump nypost  forget watch bidentrump debate tonight watch trump self destruct front yo ,en,Twitter for Android,169,224477,175,V for Victor,http://pbs.twimg.com/profile_images/1272980509115641856/93ArTn02_normal.jpg
1319305958775005184,2020-10-22 15:53:46,rt drgjackbrown  deleted trump tweet translation   sachabaroncohen outsmarted trump  rudygiuliani effed  got caught   trump defen ,en,Twitter Web App,3346,17060,71,Cristina Berry,http://pbs.twimg.com/profile_images/1246872562040258562/FObRv5wR_normal.jpg
1319424527340916737,2020-10-22 23:44:55,rt mmpadellan  one going leave mark share widely ,en,Twitter Web App,448,10457,541,WordMan,http://pbs.twimg.com/profile_images/2769279050/7bb07555c2e31707999d0eeade042987_normal.jpeg
1319395704393986048,2020-10-22 21:50:23,rt kristenmchugh22  critical part   know care  said   thinks    ,en,Twitter for iPhone,0,121861,5824,Lady A - wannabe historian 🇨🇦🍁,http://pbs.twimg.com/profile_images/1447388356598452226/mxHTjPOV_normal.jpg
1319416667580092416,2020-10-22 23:13:41,rt ashleyfeinberg  lol  whiny bitch,en,Twitter for iPhone,9,5547,19621,Danielle Rocket Girl🚀King♛,http://pbs.twimg.com/profile_images/1396885338409295875/g2sjt4Fh_normal.jpg
1319417455886946308,2020-10-22 23:16:49,rt kylegriffin1   60 minutes  interview trump posted  trump says hopes supreme court ends affordable care act ,en,Twitter for Android,0,210,73,it doesn't matter at the moment,http://pbs.twimg.com/profile_images/1452529472649957380/sICEi2RY_normal.jpg
1319393891993387008,2020-10-22 21:43:11,rt kamalaharris  stuttering awareness day   thinking two  overcome much shown world stutter ,en,Twitter for Android,115,414837,4244,Steven Lindenberg,http://pbs.twimg.com/profile_images/706934364832137217/_l6wTZF6_normal.jpg
